t,cycs,q,r,dt,dq,dr,time,tsqr,curr_1_1,curr_1_2,curr_1_3,curr_2_1,curr_2_2,curr_3_1,volt_1_1,volt_1_2,volt_1_3,volt_2_1,volt_2_2,volt_3_1,temp_1_1,temp_1_2,temp_1_3,temp_2_1,temp_2_2,temp_3_1,acur_1_1,acur_1_2,acur_1_3,acur_2_1,acur_2_2,acur_3_1,powr_1_1,powr_1_2,powr_1_3,powr_2_1,powr_2_2,powr_3_1,apwr_1_1,apwr_1_2,apwr_1_3,apwr_2_1,apwr_2_2,apwr_3_1,curr_1_1_d,curr_1_2_d,curr_1_3_d,curr_2_1_d,curr_2_2_d,curr_3_1_d,volt_1_1_d,volt_1_2_d,volt_1_3_d,volt_2_1_d,volt_2_2_d,volt_3_1_d,temp_1_1_d,temp_1_2_d,temp_1_3_d,temp_2_1_d,temp_2_2_d,temp_3_1_d,acur_1_1_d,acur_1_2_d,acur_1_3_d,acur_2_1_d,acur_2_2_d,acur_3_1_d,powr_1_1_d,powr_1_2_d,powr_1_3_d,powr_2_1_d,powr_2_2_d,powr_3_1_d,apwr_1_1_d,apwr_1_2_d,apwr_1_3_d,apwr_2_1_d,apwr_2_2_d,apwr_3_1_d
0.0416929131944444,1,96.8891001887762,0.017651217,0.0416929131944444,0,0,0.0416929131944444,0.204188425711264,0.245294314247688,0.7366283464145,0.992464773872321,0.490184062648361,0.745645667363864,0.255864015589042,0.314630237613612,0.697723500465556,0.965646479512182,0.384214517501686,0.652616839197058,0.267065509345872,0.631174038464441,0.932586423250231,0.958682925114315,0.311792170982226,0.34014416491601,0.0196992528610831,0.290978872543058,0.55272521107397,0.833292298356337,0.263620413160851,0.541305717835093,0.288054271558742,0.245472170528282,0.731149965907593,0.991821845318708,0.490286294334977,0.745628864017329,0.261737485141901,0.28898809382942,0.547769151542763,0.833292298356337,0.271444844748147,0.543215794761302,0.289982245220975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.500255887731481,12,97.2754747548661,0.017283775,0.458562974537037,0.386374566089927,-0.000367441999999999,0.500255887731481,0.707287697992466,0.244902436440655,0.736628341557103,0.991989398980102,0.49032301804993,0.745983971193256,0.255864022968817,0.314215306313768,0.698647798150416,0.965359041204603,0.385181419104974,0.65259573068835,0.266287115035802,0.629794102232807,0.93291207369054,0.958682921958274,0.310925352099309,0.340607537373006,0.023414619585561,0.289525801434831,0.552369175575114,0.833297481840847,0.26362042120863,0.542738516274005,0.288090241044238,0.245139354276156,0.731345330002365,0.99184143003299,0.49107712082103,0.745964324126588,0.261481919221527,0.287416107838566,0.547870062819492,0.833297481840847,0.271444850156855,0.544752997341816,0.289882528857359,-0.000391877807033175,-4.85739704014776e-09,-0.000475374892218494,0.000138955401569663,0.000338303829391484,7.37977440268267e-09,-0.000414931299843324,0.000924297684859909,-0.00028743830757938,0.000966901603287829,-2.11085087081786e-05,-0.000778394310070318,-0.00137993623163424,0.000325650440308523,-3.15604187228757e-09,-0.000866818882916509,0.000463372456996403,0.00371536672447791,-0.00145307110822751,-0.000356035498855656,5.18348450928574e-06,8.04777827712044e-09,0.00143279843891264,3.59694854959458e-05,-0.000332816252125723,0.000195364094772166,1.95847142814287e-05,0.000790826486052276,0.000335460109259555,-0.00025556592037429,-0.00157198599085362,0.000100911276728732,5.18348450928574e-06,5.40870775944668e-09,0.00153720258051371,-9.97163636164422e-05
1.00030105902778,24,97.3997536128547,0.017278796,0.500045171296298,0.124278857988557,-4.97900000000218e-06,1.00030105902778,1.00015051818603,0.244645237061211,0.736628336266395,0.991509456396056,0.490174593292081,0.74617113231263,0.255864031123433,0.314038074679853,0.69943901866232,0.964989006649619,0.385826919457864,0.652239239609946,0.265573823664923,0.627918510514222,0.932497199474874,0.958682917946177,0.309486898141632,0.341737974212649,0.0275878826359657,0.287991186846656,0.552080991279023,0.833301885430651,0.263620430904695,0.544239134475174,0.288048222018142,0.244936938964479,0.731439785605857,0.991869138230681,0.491457770347431,0.746150771024537,0.261337733046168,0.285781526886767,0.548142213912938,0.833301885430651,0.271444857621757,0.546337002414057,0.289587414811309,-0.000257199379444045,-5.29070787180785e-09,-0.000479942584045934,-0.000148424757849153,0.00018716111937378,8.15461614900315e-09,-0.000177231633915809,0.000791220511904833,-0.0003700345549843,0.000645500352889794,-0.000356491078403964,-0.000713291370879165,-0.00187559171858453,-0.000414874215665884,-4.01209665490398e-09,-0.00143845395767733,0.00113043683964292,0.00417326305040465,-0.00153461458817483,-0.000288184296091121,4.40358980435818e-06,9.69606522849276e-09,0.0015006182011692,-4.20190260960185e-05,-0.000202415311677057,9.4455603492194e-05,2.77081976908233e-05,0.0003806495264011,0.000186446897948223,-0.000144186175358718,-0.00163458095179964,0.000272151093445694,4.40358980435818e-06,7.46490164127422e-09,0.00158400507224121,-0.000295114046049982
1.50051813194445,36,97.403892974983,0.017300442,0.500217072916667,0.00413936212828503,2.16460000000002e-05,1.50051813194445,1.22495637960886,0.244587759503058,0.736628331061205,0.991227940581595,0.489848765729282,0.746200187431825,0.255864039292791,0.314174032325674,0.69991539506917,0.964565113081151,0.385952395935202,0.651520631052445,0.265061335063039,0.625644484181505,0.931275004306681,0.95868291332296,0.308165275833151,0.343589136546272,0.0318881083700846,0.286604149748515,0.551907587577866,0.833306151664868,0.263620441447407,0.545598360150118,0.287918329577189,0.24491273089396,0.731412068365303,0.991904066098894,0.491336897069511,0.74618010668246,0.261334045519955,0.284338917630302,0.548595447532712,0.833306151664868,0.271444866680545,0.547740021221378,0.289086892145862,-5.74775581532738e-05,-5.20519038982314e-09,-0.000281515814460898,-0.000325827562799086,2.90551191953758e-05,8.16935830094678e-09,0.000135957645821194,0.000476376406849721,-0.000423893568467726,0.000125476477338404,-0.000718608557501166,-0.000512488601883909,-0.00227402633271701,-0.00122219516819277,-4.62321725347437e-09,-0.00132162230848093,0.00185116233362304,0.00430022573411892,-0.00138703709814092,-0.000173403701156816,4.26623421645456e-06,1.05427119256873e-08,0.00135922567494395,-0.000129892440952795,-2.42080705189496e-05,-2.77172405545034e-05,3.49278682137966e-05,-0.000120873277919542,2.93356579234016e-05,-3.68752621288104e-06,-0.00144260925646489,0.000453233619774229,4.26623421645456e-06,9.05878794199566e-09,0.00140301880732074,-0.000500522665446756
2.00077161111111,48,97.3888048551244,0.017460359,0.500253479166667,-0.0150881198585893,0.000159917000000002,2.00077161111111,1.41448634179023,0.244734737505786,0.736628326016546,0.991213185938908,0.489456395605647,0.746097802059983,0.255864047378417,0.314619624243741,0.700016856993136,0.964113979347272,0.385512005123308,0.650457736830289,0.264794615996534,0.62297970706733,0.929289029645243,0.95868290808805,0.306892131245826,0.346134829770028,0.0363038479730559,0.285421718204319,0.551858409604545,0.833310063014166,0.263620452714562,0.546771776248365,0.287695963674725,0.245064601871415,0.731276473277446,0.9919465782023,0.490747757918024,0.74607822743719,0.261455351423181,0.283157402242251,0.549237559175937,0.833310063014166,0.271444877237152,0.548909877829441,0.288377477690228,0.000146978002728337,-5.0446589128228e-09,-1.4754642687631e-05,-0.000392370123634911,-0.000102385371842262,8.08562572451876e-09,0.000445591918066868,0.000101461923966317,-0.00045113373387895,-0.000440390811894398,-0.00106289422215589,-0.000266719066504995,-0.00266477711417556,-0.00198597466143802,-5.23490972792473e-09,-0.0012731445873253,0.0025456932237562,0.00441573960297127,-0.00118243154419584,-4.91779733207132e-05,3.91134929866865e-06,1.12671548757604e-08,0.00117341609824706,-0.000222365902463495,0.000151870977454838,-0.000135595087856877,4.25121034058895e-05,-0.000589139151486839,-0.000101879245270386,0.000121305903225566,-0.00118151538805084,0.000642111643224919,3.91134929866865e-06,1.05566074770636e-08,0.00116985660806268,-0.000709414455633606
2.50102339120371,60,97.3753231405854,0.01731335,0.500251780092592,-0.0134817145389405,-0.000147009,2.50102339120371,1.58146242168561,0.245070923497835,0.736628321183936,0.991324014002479,0.489030883560853,0.745879802849275,0.255864055303596,0.315335336048365,0.69971123273791,0.963681964104676,0.384510608107107,0.649106846607614,0.264803167991124,0.619934768497546,0.926584487034657,0.958682902246196,0.305619060965543,0.349308113714463,0.0408187183104061,0.28446549565945,0.551942414317047,0.833313039062092,0.263620464593657,0.547745886341958,0.287374559136498,0.245380605911488,0.731057435389914,0.991996750085855,0.489745019409825,0.745860721838083,0.261674076003351,0.282266352921927,0.550072157637532,0.833313039062092,0.271444889157248,0.549827497709919,0.287463047690835,0.000336185992049431,-4.83260975681077e-09,0.000110828063570989,-0.000425512044794518,-0.00021799921070742,7.9251791795798e-09,0.000715711804624319,-0.000305624255226844,-0.000432015242596284,-0.00100139701620067,-0.00135089022267509,8.55199458954514e-06,-0.00304493856978361,-0.00270454261058617,-5.84185344543187e-09,-0.0012730702802824,0.0031732839444345,0.00451487033735025,-0.000956222544869378,8.40047125018062e-05,2.9760479260954e-06,1.18790948744341e-08,0.000974110093592384,-0.000321404538227044,0.00031600404007312,-0.000219037887531415,5.01718835550502e-05,-0.00100273850819982,-0.00021750559910616,0.000218724580169749,-0.000891049320324577,0.000834598461594838,2.9760479260954e-06,1.19200960768673e-08,0.000917619880478782,-0.000914429999392896
3.0012187650463,72,97.3498400062984,0.017307773,0.500195373842593,-0.0254831342870858,-5.57700000000314e-06,3.0012187650463,1.73240259900703,0.24557517789319,0.736628316601327,0.991539375237932,0.488585617419179,0.745549690461558,0.255864063005216,0.316257169312863,0.698992374202299,0.963286410821715,0.382995762663201,0.647542252824116,0.265097999530234,0.616513617769731,0.923168203082503,0.958682895802304,0.304412766653321,0.353027102123687,0.045413978988942,0.283730149481647,0.552168537315729,0.833314355129509,0.263620476980335,0.548531589707157,0.286945705152916,0.245841145378185,0.730781629640029,0.992054395611158,0.488389890751749,0.745531360494106,0.261960499794382,0.281667670173779,0.551099466843797,0.833314355129509,0.271444902274959,0.550497775911877,0.286351882684382,0.000504254395354287,-4.58260862590265e-09,0.000215361235453182,-0.00044526614167345,-0.000330112387717074,7.70161978635997e-09,0.000921833264497851,-0.0007188585356106,-0.000395553282961258,-0.00151484544390595,-0.00156459378349816,0.000294831539110751,-0.00342115072781513,-0.0034162839521541,-6.44389253068312e-09,-0.00120629431222213,0.00371898840922424,0.00459526067853586,-0.000735346177802632,0.000226122998681633,1.3160674171564e-06,1.23866784607074e-08,0.000785703365199453,-0.000428853983582222,0.000460539466696636,-0.000275805749885838,5.76455253028518e-05,-0.00135512865807563,-0.00032936134397743,0.000286423791031054,-0.000598682748147172,0.00102730920626515,1.3160674171564e-06,1.3117710750965e-08,0.000670278201957752,-0.00111116500645342
3.50147093981482,84,97.3021948072494,0.017317191,0.50025217476852,-0.0476451990490006,9.41800000000062e-06,3.50147093981482,1.8712217772928,0.246215889687206,0.736628312288402,0.991852132676946,0.48808580855081,0.745102921734217,0.255864070441812,0.31729980202537,0.697874812662772,0.962876163066063,0.38104971590635,0.645845048138436,0.265671605346071,0.612737263008515,0.919087713109772,0.958682888779825,0.303497683736606,0.357164477476315,0.0500641972957988,0.283191135470458,0.552544171692272,0.833313214220724,0.263620489765731,0.54915828827346,0.286401267255081,0.246417554180517,0.730474486871232,0.992119076831854,0.486751965295864,0.745086302215783,0.262285279269697,0.28134645719036,0.552317150461259,0.833313214220724,0.271444916399905,0.550941725506345,0.285055082805026,0.000640711794016535,-4.31292590530319e-09,0.000312757439014155,-0.000499808868369644,-0.000446768727341618,7.43659595014989e-09,0.00104263271250737,-0.00111756153952669,-0.000410247755651572,-0.00194604675685051,-0.00169720468567947,0.000573605815836764,-0.00377635476121607,-0.00408048997273103,-7.02247893169528e-09,-0.000915082916715604,0.00413737535262793,0.00465021830685684,-0.000539014011188998,0.00037563437654331,-1.14090878533535e-06,1.27853957421209e-08,0.000626698566303152,-0.000544437897835204,0.000576408802332173,-0.00030714276879662,6.46812206953618e-05,-0.00163792545588448,-0.000445058278323196,0.000324779475315451,-0.000321212983419805,0.001217683617462,-1.14090878533535e-06,1.41249461016457e-08,0.000443949594467474,-0.00129679987935594
4.00172202199074,96,97.236187013459,0.017279906,0.500251082175925,-0.0660077937903765,-3.7284999999998e-05,4.00172202199074,2.00043045917391,0.246941309306061,0.736628308259177,0.992202379446053,0.48753132185855,0.744547743383937,0.255864077573089,0.318352853251115,0.69638675567035,0.962392886819427,0.378783008708496,0.644120358878904,0.266506515523197,0.608632341183576,0.914378419158415,0.958682881210938,0.303185203154354,0.361537591690508,0.0547348415446277,0.282823789625757,0.553074313015896,0.833310440471089,0.263620502808083,0.549658760703446,0.285734863059593,0.247066186910482,0.73015507961817,0.992190141215357,0.484924418509183,0.744534648737292,0.26262536163511,0.28128095342234,0.55371996732899,0.833310440471089,0.271444931308703,0.551188995691193,0.283586306759171,0.000725419618854473,-4.02922462061639e-09,0.000350246769107443,-0.000554486692259271,-0.000555178350279517,7.13127767948407e-09,0.00105305122574484,-0.00148805699242271,-0.000483276246636244,-0.00226670719785471,-0.00172468925953229,0.000834910177125558,-0.00410492182493871,-0.00470929395135666,-7.56888740571782e-09,-0.000312480582252139,0.00437311421419301,0.0046706442488289,-0.000367345844700939,0.000530141323623834,-2.77374963530974e-06,1.30423526423229e-08,0.00050047242998541,-0.000666404195487691,0.000648632729964682,-0.000319407253061676,7.10643835031277e-05,-0.00182754678668118,-0.000551653478490288,0.000340082365412886,-6.55037680198922e-05,0.00140281686773147,-2.77374963530974e-06,1.49087974188333e-08,0.000247270184848714,-0.00146877604585516
4.50191950694445,108,97.1595125665646,0.017450674,0.500197484953703,-0.0766744468943443,0.000170767999999998,4.50191950694445,2.12177272744855,0.247670440396461,0.736628304521646,0.992424833053782,0.486945000366951,0.743936653696317,0.255864084362785,0.319282773989617,0.694565455558969,0.961793562531258,0.376326378679155,0.642499768917762,0.267579868033128,0.604242511241254,0.909095358904899,0.958682873145997,0.303563387858901,0.365895150920984,0.0593855314636701,0.282607480752778,0.553759182271392,0.833306778716649,0.263620515913836,0.550064495185936,0.284944605043137,0.247721396657667,0.729815036072352,0.992266742267042,0.48302734295882,0.74392905669437,0.262983969345735,0.281446242971085,0.55530037689241,0.833306778716649,0.271444946753166,0.551274470622571,0.281960132131724,0.000729131090399932,-3.73753106241992e-09,0.000222453607728545,-0.000586321491599484,-0.00061108968762047,6.7896954170088e-09,0.000929920738501899,-0.00182130011138049,-0.000599324288168224,-0.00245663002934027,-0.00162058996114167,0.0010733525099314,-0.00438982994232195,-0.00528306025351621,-8.06494038219085e-09,0.000378184704547868,0.00435755923047659,0.00465068991904233,-0.000216308872979298,0.000684869255496046,-3.6617544394435e-06,1.31057523722333e-08,0.000405734482490594,-0.000790258016455714,0.000655209747185748,-0.00034004354581807,7.66010516851656e-05,-0.00189707555036278,-0.000605592042922209,0.000358607710625403,0.000165289548745451,0.00158040956341976,-3.6617544394435e-06,1.54444637634477e-08,8.54749313781156e-05,-0.00162617462744713
